Rank,Player,School,POS,SOLO,AST,TOT,SACK,YDS,PD,INT,YDS.1,LNG,TD,FF,Year,Draft_Round
167,Daveren Rayner,UK,LB,18,12,30,0.0,0,1,0,0,0,0,0,2023,
167,Nate CliftonVAN,,DT,12,18,30,5.5,33,1,1,5,5,0,0,2023,
167,Jordan Lovett,UK,DB,20,10,30,0.0,0,0,3,0,0,0,0,2023,
167,Zxavian Harris,MISS,DT,18,12,30,1.0,7,0,0,0,0,0,0,2023,
167,Javien Toviano,LSU,S,19,11,30,0.0,0,1,0,0,0,0,0,2023,
167,DeShawn Page,MSST,LB,8,22,30,0.5,3,1,0,0,0,0,1,2023,
178,Lorando Johnson,ARK,CB,20,9,29,1.0,2,5,1,20,20,1,0,2023,
178,Miles CapersVAN,,EDGE,17,12,29,1.0,2,0,0,0,0,0,0,2023,
178,Daylen Everette,UGA,DB,23,6,29,0.0,0,5,1,0,0,0,0,2023,
178,JQ Hardaway,UK,DB,21,8,29,0.0,0,4,0,0,0,0,1,2023,
184,Elijah McAllister,AUB,LB,10,18,28,2.0,5,2,0,0,0,0,0,2023,
184,Mannie NunneryFLA,,LB,11,17,28,0.5,2,1,0,0,0,0,0,2023,
184,Tyler Baron,TENN,EDGE,16,12,28,6.0,34,2,0,0,0,0,0,2023,
184,Jordan Crook,ARK,LB,8,20,28,1.0,6,0,0,0,0,0,1,2023,
188,Maason Smith,LSU,DT,9,18,27,2.5,16,2,0,0,0,0,0,2023,
188,Akelo Stone,MISS,DL,12,15,27,2.5,13,1,0,0,0,0,1,2023,
188,Bryson Eason,TENN,DL,8,19,27,1.5,10,1,0,0,0,0,0,2023,
188,McKinnley Jackson,TA&M,DT,10,17,27,3.0,17,0,0,0,0,0,1,2023,
188,James Pearce Jr.,TENN,EDGE,18,9,27,9.5,56,0,1,52,52,1,2,2023,
193,Jacobian Guillory II,LSU,DT,5,21,26,0.0,0,0,0,0,0,0,0,2023,
193,Tre'vonn Rybka,UK,DL,11,15,26,1.0,10,0,0,0,0,0,0,2023,
193,Jason Marshall Jr.FLA,,CB,20,6,26,1.0,9,11,0,0,0,0,0,2023,
193,Omarr Norman-Lott,TENN,DT,15,11,26,5.5,33,0,0,0,0,0,0,2023,
193,Jehiem Oatis,ALA,DT,9,17,26,0.5,5,2,0,0,0,0,0,2023,
193,T.J. SearcyFLA,,DE,9,17,26,0.5,2,0,0,0,0,0,1,2023,
193,Sam Mathews,TA&M,LB,20,6,26,0.0,0,1,1,0,0,0,1,2023,
1,Isaac Smith,MSST,S,46,81,127,0.0,0,3,0,0,0,0,1,2024,
2,Stone Blanton,MSST,LB,29,95,124,0.5,0,3,0,0,0,0,2,2024,
3,Whit Weeks,LSU,LB,61,59,120,3.5,22,4,1,5,5,0,2,2024,
4,Jihaad Campbell,ALA,LB,55,64,119,5.0,44,2,1,24,24,0,2,2024,
5,Anthony Hill Jr.TEX,,LB,59,54,113,8.0,44,1,1,32,32,0,4,2024,
6,Danny Stutsman,OU,LB,44,66,110,1.0,4,0,0,0,0,0,0,2024,
7,Xavian Sorey Jr.,ARK,LB,41,58,99,2.0,12,1,1,3,3,0,0,2024,
8,Bryan LongwellVAN,,LB,40,49,89,1.5,8,4,1,7,7,0,0,2024,
9,Nick Emmanwori,SC,S,57,31,88,0.0,0,2,4,107,63,2,0,2024,
10,Chris Paul Jr.,MISS,LB,48,38,86,3.5,32,4,1,10,10,0,0,2024,
11,Greg Penn III,LSU,LB,42,42,84,1.5,14,0,0,0,0,0,2,2024,
12,Demetrius Knight Jr.,SC,LB,57,25,82,2.0,23,1,1,0,0,0,3,2024,
12,Taurean York,TA&M,LB,35,47,82,2.5,13,4,1,0,0,0,0,2024,
14,Corey Flagg Jr.,MIZ,LB,37,44,81,1.0,2,0,1,80,80,0,0,2024,
14,Dorian Mausi Jr.,AUB,LB,50,31,81,2.5,13,2,0,0,0,0,1,2024,
16,Nic Mitchell,MSST,LB,24,56,80,0.0,0,2,1,21,21,0,0,2024,
17,Langston PattersonVAN,,LB,38,40,78,0.0,0,2,0,0,0,0,0,2024,
17,Doneiko Slaughter,ARK,DB,44,34,78,1.0,6,6,1,0,0,0,1,2024,
17,Michael TaaffeTEX,,DB,40,38,78,2.0,15,10,2,9,9,0,1,2024,
20,Malaki Starks,UGA,S,52,25,77,0.0,0,3,1,0,0,0,0,2024,
21,Deontae Lawson,ALA,LB,36,40,76,2.0,21,4,1,0,0,0,1,2024,
21,CJ Allen,UGA,LB,49,27,76,0.0,0,4,1,8,8,0,0,2024,
21,TJ Dottery,MISS,LB,42,34,76,2.0,3,1,0,0,0,0,1,2024,
24,Randon FontenetteVAN,,LB,41,31,72,3.5,26,7,1,29,29,1,0,2024,
25,Triston Newson,MIZ,LB,39,32,71,1.0,18,1,0,0,0,0,1,2024,
26,Stephen Dix Jr.,ARK,LB,24,46,70,2.0,14,1,0,0,0,0,0,2024,
26,Malachi Moore,ALA,S,40,30,70,1.0,3,8,2,72,41,0,2,2024,
28,Trikweze BridgesFLA,,DB,38,31,69,0.0,0,5,2,4,4,0,2,2024,
28,Andrew MukubaTEX,,S,41,28,69,0.0,0,6,5,12,9,0,1,2024,
30,Arion Carter,TENN,LB,29,39,68,0.0,0,6,1,15,15,0,0,2024,
31,Jahdae BarronTEX,,CB,46,21,67,1.0,6,11,5,82,36,0,0,2024,
31,Jamon Johnson,UK,LB,39,28,67,3.5,29,0,1,-5,-5,0,1,2024,
31,Bam Martin-Scott,SC,LB,39,28,67,2.5,20,2,0,0,0,0,2,2024,
34,Robert Spears-Jennings,OU,DB,43,23,66,2.5,22,1,1,0,0,0,4,2024,
34,Marvin Burks Jr.,MIZ,S,34,32,66,0.0,0,2,1,15,15,0,0,2024,
36,Jerrin Thompson,AUB,S,45,20,65,1.0,14,5,2,0,0,0,0,2024,
37,Dan Jackson,UGA,S,47,17,64,0.0,0,3,2,13,13,0,1,2024,
37,Trey Washington,MISS,S,37,27,64,0.0,0,7,1,0,0,0,1,2024,
37,Shemar JamesFLA,,LB,34,30,64,2.0,20,3,1,0,0,0,1,2024,
37,CJ TaylorVAN,,S,43,21,64,0.0,0,3,2,45,23,0,2,2024,
41,Jordan Lovett,UK,DB,36,27,63,0.0,0,1,2,0,0,0,0,2024,
41,Debo Williams,SC,LB,39,24,63,0.5,2,0,0,0,0,0,0,2024,
41,Kip Lewis,OU,LB,33,30,63,0.0,0,1,2,112,63,2,0,2024,
41,Liona LefauTEX,,LB,38,25,63,2.0,12,2,1,6,6,0,1,2024,
45,Alex Afari Jr.,UK,LB,35,27,62,1.5,9,1,0,0,0,0,0,2024,
46,David GbendaTEX,,LB,33,28,61,1.0,2,0,1,-3,-3,0,1,2024,
46,Jalon Walker,UGA,EDGE,38,23,61,6.5,41,2,0,0,0,0,0,2024,
46,Justin Jefferson,ALA,LB,28,33,61,2.0,3,1,0,0,0,0,1,2024,
49,Jack PyburnFLA,,DE,20,40,60,1.0,12,0,1,0,0,0,1,2024,
49,Suntarine Perkins,MISS,LB,32,28,60,10.5,63,0,1,0,0,0,0,2024,
51,Bradyn Swinson,LSU,EDGE,31,28,59,8.5,60,3,0,0,0,0,2,2024,
51,Will Brooks,TENN,DB,35,24,59,0.5,1,5,4,152,85,1,1,2024,
51,Dalton Brooks,TA&M,S,38,21,59,1.0,8,2,1,0,0,0,0,2024,
51,KJ Bolden,UGA,DB,40,19,59,1.0,8,1,1,0,0,0,1,2024,
55,Daylen Everette,UGA,DB,45,13,58,1.0,15,3,3,2,2,0,2,2024,
55,Jaylon GuilbeauTEX,,DB,35,23,58,1.0,7,3,0,0,0,0,0,2024,
57,Smael Mondon Jr.,UGA,LB,29,28,57,3.0,17,3,0,0,0,0,0,2024,
57,Bray Hubbard,ALA,DB,35,22,57,0.0,0,2,3,1,1,0,1,2024,
59,Branden Jennings,MSST,LB,10,46,56,1.5,5,2,0,0,0,0,0,2024,
59,Jalen McLeod,AUB,LB,40,16,56,8.0,48,1,0,0,0,0,2,2024,
59,TJ Metcalf,ARK,DB,29,27,56,0.0,0,7,3,44,23,0,1,2024,
62,Alfred CollinsTEX,,DT,27,28,55,1.0,12,6,0,0,0,0,1,2024,
62,Billy Bowman Jr.,OU,S,34,21,55,0.0,0,3,2,2,2,0,0,2024,
62,Hunter Washington,MSST,S,26,29,55,0.0,0,2,1,0,0,0,1,2024,
62,Jayden Johnson,ARK,DB,26,29,55,1.0,5,5,1,10,10,0,1,2024,
62,Zion Childress,UK,DB,34,21,55,1.0,7,2,0,0,0,0,1,2024,
62,Jordan CastellFLA,,DB,29,26,55,1.0,1,9,0,0,0,0,0,2024,
62,Brad Spence,ARK,LB,27,28,55,4.5,23,1,0,0,0,0,0,2024,
69,Corey Ellington,MSST,S,28,25,53,0.0,0,3,0,0,0,0,3,2024,
69,Brylan Lanier,MSST,S,35,18,53,0.0,0,0,1,0,0,0,0,2024,
69,Larry Worth III,ARK,DB,20,33,53,0.5,2,2,0,0,0,0,1,2024,
72,Jardin Gilbert,LSU,S,28,24,52,0.5,3,2,1,0,0,0,1,2024,
72,Jaden RobinsonFLA,,LB,28,24,52,3.5,16,0,0,0,0,0,0,2024,
72,Nick RinaldiVAN,,LB,35,17,52,6.0,32,0,0,0,0,0,0,2024,
75,Daylan Carnell,MIZ,S,28,23,51,0.0,0,6,0,0,0,0,2,2024,
75,T.J. Sanders,SC,DT,29,22,51,4.0,31,1,0,0,0,0,0,2024,
75,Domani Jackson,ALA,DB,27,24,51,0.0,0,7,2,45,38,0,1,2024,
78,Trey Amos,MISS,CB,39,11,50,0.0,0,13,3,-1,-1,0,1,2024,
78,Ashton Stamps,LSU,CB,30,20,50,0.0,0,12,0,0,0,0,0,2024,
80,Major Burns,LSU,S,19,30,49,1.5,15,2,0,0,0,0,1,2024,
80,Landon Jackson,ARK,EDGE,28,21,49,6.5,45,3,0,0,0,0,1,2024,
82,De'Rickey WrightVAN,,S,35,13,48,0.0,0,2,1,9,9,0,0,2024,
82,Walter Nolen III,MISS,DT,26,22,48,6.5,36,2,0,0,0,0,0,2024,
82,Marcus Ratcliffe,TA&M,S,28,20,48,0.0,0,0,3,12,12,0,1,2024,
82,Brice Pollock,MSST,DB,24,24,48,0.0,0,7,1,0,0,0,1,2024,
82,Jalon Kilgore,SC,DB,31,17,48,0.0,0,5,5,68,31,0,0,2024,
82,Colin SimmonsTEX,,LB,31,17,48,9.0,64,2,1,-2,-2,0,3,2024,
88,O'Donnell Fortune,SC,CB,41,6,47,0.0,0,3,3,2,2,0,1,2024,
88,JQ Hardaway,UK,DB,33,14,47,0.0,0,3,2,-1,-1,0,1,2024,
88,Raylen Wilson,UGA,LB,24,23,47,1.5,29,1,0,0,0,0,1,2024,
91,Miles CapersVAN,,EDGE,22,24,46,3.0,18,3,1,0,0,0,3,2024,
91,John Saunders Jr.,MISS,S,27,19,46,0.0,0,5,3,10,10,0,4,2024,
91,Cameron Ball,ARK,DL,22,24,46,1.5,9,0,0,0,0,0,0,2024,
91,Tyreak SappFLA,,EDGE,20,26,46,7.0,38,0,0,0,0,0,2,2024,
91,Ty Bryant,UK,DB,30,16,46,0.0,0,0,1,16,16,0,2,2024,
96,Eugene Asante,AUB,LB,31,14,45,2.5,13,0,0,0,0,0,0,2024,
96,Khari Coleman,MISS,LB,19,26,45,0.0,0,0,0,0,0,0,1,2024,
96,Keldric Faulk,AUB,DE,30,15,45,7.0,49,1,0,0,0,0,1,2024,
99,Joseph Charleston,MIZ,S,23,21,44,0.0,0,4,0,0,0,0,0,2024,
99,Barryn SorrellTEX,,EDGE,16,28,44,6.0,37,1,0,0,0,0,0,2024,
99,Kaleb Harris,AUB,S,29,15,44,0.0,0,3,0,0,0,0,1,2024,
99,Jermod McCoy,TENN,DB,26,18,44,0.0,0,7,4,71,54,0,0,2024,
103,Johnny Walker Jr.,MIZ,EDGE,19,24,43,9.5,61,1,0,0,0,0,3,2024,
103,Sage Ryan,LSU,S,24,19,43,1.0,15,4,1,16,16,0,3,2024,
103,Eric Gregory,ARK,DT,16,27,43,3.0,14,1,0,0,0,0,0,2024,
103,Scooby Williams,TA&M,LB,23,20,43,0.0,0,4,1,32,32,0,0,2024,
103,Jeremiah Telander,TENN,LB,20,23,43,0.5,1,1,0,0,0,0,0,2024,
108,JJ Pegues,MISS,DT,18,24,42,3.5,34,0,0,0,0,0,0,2024,
108,Jared Ivey,MISS,EDGE,23,19,42,7.0,59,3,0,0,0,0,2,2024,
108,LT Overton,ALA,DL,17,25,42,2.0,9,1,0,0,0,0,1,2024,
108,Will Lee III,TA&M,CB,39,3,42,0.0,0,10,2,97,93,1,1,2024,
112,Chaz Chambliss,UGA,LB,26,15,41,6.5,34,0,0,0,0,0,0,2024,
112,Zion Young,MIZ,DE,14,27,41,2.5,11,3,0,0,0,0,1,2024,
112,Bryce ThorntonFLA,,DB,19,22,41,0.0,0,3,3,0,0,0,1,2024,
115,Tim Keenan III,ALA,DL,16,24,40,2.5,16,1,0,0,0,0,0,2024,
115,Sai'vion Jones,LSU,EDGE,19,21,40,4.5,22,2,0,0,0,0,2,2024,
115,Cashius Howell,TA&M,DE,26,14,40,4.0,27,7,1,6,6,0,1,2024,
115,Sammy Omosigho,OU,LB,19,21,40,0.0,0,1,0,0,0,0,1,2024,
119,Vernon BroughtonTEX,,DT,24,15,39,4.0,26,2,0,0,0,0,2,2024,
119,Austin Keys,AUB,LB,27,12,39,0.0,0,2,0,0,0,0,0,2024,
119,Keon Sabb,ALA,DB,24,15,39,0.0,0,4,2,87,87,0,0,2024,
119,Chris McClellan,MIZ,DT,10,29,39,2.5,15,2,0,0,0,0,1,2024,
119,Joshua Josephs,TENN,DL,17,22,39,1.5,10,3,0,0,0,0,3,2024,
124,Jadon Canady,MISS,DB,21,17,38,0.0,0,11,0,0,0,0,0,2024,
124,Boo Carter,TENN,DB,28,10,38,1.0,10,0,1,9,9,0,0,2024,
124,James Pearce Jr.,TENN,EDGE,23,15,38,7.5,53,1,0,0,0,0,1,2024,
127,Jermayne LoleTEX,,DL,10,27,37,0.0,0,0,0,0,0,0,0,2024,
127,Princely Umanmielen,MISS,EDGE,19,18,37,10.5,70,0,0,0,0,0,1,2024,
127,Andre Turrentine,TENN,DB,20,17,37,0.0,0,3,1,0,0,0,0,2024,
127,Hudson Clark,ARK,DB,17,20,37,0.0,0,5,1,5,5,0,1,2024,
127,Cam JacksonFLA,,DT,14,23,37,2.0,5,2,0,0,0,0,0,2024,
127,Deone Walker,UK,DT,13,24,37,1.5,11,2,0,0,0,0,0,2024,
127,Nic Scourton,TA&M,EDGE,27,10,37,5.0,21,2,0,0,0,0,1,2024,
127,Grayson HowardFLA,,LB,17,20,37,1.0,5,1,0,0,0,0,1,2024,
127,DQ Smith,SC,DB,20,17,37,0.0,0,3,1,-4,-4,0,1,2024,
127,Louis Moore,MISS,DB,17,20,37,0.5,5,1,0,0,0,0,0,2024,
137,Shemar Turner,TA&M,DT,20,16,36,2.0,17,1,0,0,0,0,1,2024,
137,Albert Regis,TA&M,DT,16,20,36,0.5,2,6,0,0,0,0,0,2024,
137,Damonic Williams,OU,DL,13,23,36,1.0,5,0,0,0,0,0,1,2024,
137,Sharif DensonFLA,,DB,21,15,36,2.0,10,2,1,20,20,0,1,2024,
137,Malik MuhammadTEX,,DB,32,4,36,0.0,0,8,0,0,0,0,0,2024,
137,Trey MooreTEX,,LB,23,13,36,5.5,47,1,0,0,0,0,3,2024,
137,Qua Russaw,ALA,LB,14,22,36,1.0,6,0,2,0,0,0,1,2024,
144,JP Purvis,MSST,LB,13,22,35,0.0,0,0,0,0,0,0,0,2024,
144,Drey Norwood,MIZ,CB,21,14,35,0.0,0,3,2,19,19,0,0,2024,
144,Tim Smith,ALA,DT,8,27,35,2.0,9,0,0,0,0,0,0,2024,
144,George Gumbs Jr.FLA,,EDGE,20,15,35,5.0,29,2,0,0,0,0,0,2024,
144,Marquise Robinson,ARK,DB,19,16,35,0.0,0,7,1,26,26,0,0,2024,
149,Tre'vonn Rybka,UK,DL,17,17,34,3.0,19,1,0,0,0,0,1,2024,
149,T.J. SearcyFLA,,DE,20,14,34,3.0,22,0,0,0,0,0,2,2024,
149,De'Marion ThomasVAN,,DT,14,20,34,1.0,5,0,0,0,0,0,0,2024,
149,Jalen Smith,TENN,LB,13,21,34,0.0,0,0,0,0,0,0,0,2024,
153,Chuck Hicks,MIZ,LB,12,21,33,2.0,18,1,0,0,0,0,0,2024,
153,Zy Alexander,LSU,CB,20,13,33,1.0,7,3,2,0,0,0,0,2024,
153,Trevion Williams,MSST,DL,5,28,33,0.5,1,1,0,0,0,0,0,2024,
153,Peyton Bowen,OU,DB,18,15,33,0.0,0,1,0,0,0,0,0,2024,
153,Martel HightVAN,,CB,27,6,33,0.0,0,4,2,3,4,0,1,2024,
153,Jelani McDonaldTEX,,DB,15,18,33,0.0,0,1,1,0,0,0,0,2024,
153,Daymion Sanford,TA&M,LB,24,9,33,1.0,3,4,0,0,0,0,0,2024,
160,J.J. Weaver,UK,EDGE,17,15,32,5.0,30,1,0,0,0,0,1,2024,
160,D'Eryk Jackson,UK,LB,19,13,32,1.0,15,3,1,1,1,0,0,2024,
160,Kayin Lee,AUB,CB,29,3,32,0.0,0,7,2,9,9,0,0,2024,
160,Rickey Gibson III,TENN,DB,25,7,32,0.0,0,3,0,0,0,0,1,2024,
164,Zxavian Harris,MISS,DT,13,18,31,1.5,10,0,0,0,0,0,1,2024,
164,Shemar Stewart,TA&M,EDGE,14,17,31,1.5,16,2,0,0,0,0,1,2024,
164,Yilanan OuattaraVAN,,DL,11,20,31,2.0,10,2,0,0,0,0,0,2024,
164,Davhon Keys,LSU,LB,11,20,31,1.5,7,3,1,41,41,1,0,2024,
168,Kristian Williams,MIZ,DT,13,17,30,1.0,2,1,0,0,0,0,1,2024,
168,Sulaiman Kpaka,MSST,DL,8,22,30,0.0,0,0,0,0,0,0,0,2024,
168,Sidney Williams,MIZ,S,14,16,30,0.0,0,2,0,0,0,0,0,2024,
168,DeVonta Smith,ALA,CB,18,12,30,0.0,0,5,0,0,0,0,1,2024,
168,Morice Blackwell Jr.TEX,,LB,17,13,30,0.0,0,0,0,0,0,0,0,2024,
168,Gracen Halton,OU,DL,17,13,30,5.0,42,0,0,0,0,0,2,2024,
168,Kobie McKinzie,OU,LB,16,14,30,1.5,7,1,0,0,0,0,0,2024,
168,Myles GrahamFLA,,LB,9,21,30,1.0,10,0,1,0,0,0,1,2024,
168,Zakari Tillman,MSST,LB,17,13,30,3.5,18,2,1,0,0,0,1,2024,
168,Jayden Jackson,OU,DL,10,20,30,2.0,3,1,0,0,0,0,0,2024,
168,Kai McClendon,MSST,DL,6,24,30,0.5,3,0,0,0,0,0,0,2024,
179,Keenan Pili,TENN,LB,11,18,29,0.0,0,0,0,0,0,0,0,2024,
179,Ethan Downs,OU,EDGE,21,8,29,3.0,22,2,0,0,0,0,1,2024,
179,Ty Cooper,MSST,DL,9,20,29,1.0,3,0,0,0,0,0,0,2024,
179,BJ Mayes,TA&M,DB,19,10,29,0.0,0,5,4,42,29,0,0,2024,
179,Eli Bowen,OU,DB,23,6,29,0.0,0,4,1,25,25,0,0,2024,
184,Kyle Kennard,SC,EDGE,20,8,28,11.5,96,1,0,0,0,0,3,2024,
184,Kristian Story,UK,DB,16,12,28,0.0,0,0,1,63,63,0,1,2024,
184,Jah-Marien Latham,ALA,LB,13,15,28,1.0,8,0,0,0,0,0,0,2024,
184,Christian Charles,TENN,DB,18,10,28,0.0,0,0,0,0,0,0,0,2024,
184,Sylvester Smith,AUB,S,17,11,28,0.0,0,2,1,33,33,0,0,2024,
184,Kelley Jones,MSST,CB,13,15,28,0.0,0,1,0,0,0,0,0,2024,
184,Judge Collier,SC,DB,23,5,28,0.0,0,8,0,0,0,0,0,2024,
184,Kamran JamesFLA,,EDGE,20,8,28,2.0,12,0,0,0,0,0,1,2024,
184,Glenn Seabrooks IIIVAN,,DL,15,13,28,0.0,0,0,1,15,15,0,1,2024,
193,Nazir Stackhouse,UGA,DT,10,17,27,0.0,0,1,0,0,0,0,0,2024,
193,Christen Miller,UGA,DL,12,15,27,1.5,10,1,0,0,0,0,0,2024,
193,Dez Malone,OU,DB,21,6,27,0.0,0,3,0,0,0,0,0,2024,
193,Aaron GatesFLA,,DB,14,13,27,0.0,0,3,1,30,30,0,0,2024,
193,Ethan BurkeTEX,,LB,17,10,27,2.0,14,4,1,30,30,1,0,2024,
193,Demarcus Riddick,AUB,LB,17,10,27,3.0,13,1,0,0,0,0,0,2024,
199,Warren Brinson,UGA,DT,20,6,26,2.0,10,0,0,0,0,0,0,2024,
199,Keeshawn Silver,UK,DT,14,12,26,1.0,2,0,0,0,0,0,0,2024,
199,Jaydon Hill,TA&M,DB,18,8,26,1.0,8,2,0,0,0,0,1,2024,
199,Joenel Aguero,UGA,DB,17,9,26,0.0,0,0,0,0,0,0,0,2024,
199,Kalib Perry,TENN,LB,11,15,26,0.0,0,0,0,0,0,0,1,2024,
1,TJ Dottery,MISS,LB,48,50,98,1.5,17,2,0,0,0,0,2,2025,
2,Jahron Manning,MSST,S,36,55,91,0.0,0,5,1,21,21,0,0,2025,
3,A.J. Haulcy,LSU,S,49,40,89,0.0,0,4,3,77,42,0,1,2025,
4,CJ Allen,UGA,LB,47,41,88,3.5,15,4,0,0,0,0,2,2025,
4,Davhon Keys,LSU,LB,35,53,88,0.5,5,2,0,0,0,0,1,2025,
6,Josiah Trotter,MIZ,LB,43,41,84,2.0,8,1,0,0,0,0,0,2025,
6,Xavier Atkins,AUB,LB,60,24,84,9.0,50,1,1,73,73,0,2,2025,
8,Xavian Sorey Jr.,ARK,LB,36,45,81,2.5,15,3,1,25,25,0,1,2025,
8,Suntarine Perkins,MISS,LB,41,40,81,4.5,44,5,1,0,0,0,3,2025,
8,Edwin Spillman,TENN,LB,33,48,81,2.5,15,2,1,15,15,0,0,2025,
11,Deontae Lawson,ALA,LB,45,35,80,1.5,4,4,0,0,0,0,2,2025,
11,Jeremiah Telander,TENN,LB,28,52,80,1.0,4,0,1,0,0,0,0,2025,
11,Jelani McDonaldTEX,,DB,49,31,80,0.0,0,3,3,27,16,0,0,2025,
14,Stephen Dix Jr.,ARK,LB,29,50,79,1.0,6,0,0,0,0,0,0,2025,
14,Justin Jefferson,ALA,LB,48,31,79,3.0,23,5,1,0,0,0,1,2025,
16,Nic Mitchell,MSST,LB,17,61,78,2.5,22,0,1,12,12,0,0,2025,
17,West Weeks,LSU,LB,32,44,76,2.5,19,1,0,0,0,0,0,2025,
17,Kip Lewis,OU,LB,38,38,76,4.0,32,4,0,0,0,0,1,2025,
17,Ty Bryant,UK,DB,46,30,76,0.0,0,1,4,70,28,0,0,2025,
17,KJ Bolden,UGA,DB,32,44,76,0.0,0,5,2,0,0,0,0,2025,
17,Myles GrahamFLA,,LB,36,40,76,2.0,14,4,0,0,0,0,0,2025,
17,Arion Carter,TENN,LB,28,48,76,1.5,12,1,0,0,0,0,1,2025,
17,Edrees Farooq,TENN,DB,37,39,76,0.0,0,3,2,51,45,1,4,2025,
24,Raylen Wilson,UGA,LB,30,44,74,2.5,19,1,0,0,0,0,0,2025,
24,Bray Hubbard,ALA,DB,47,27,74,2.0,20,8,4,42,34,0,3,2025,
24,Owen Heinecke,OU,LB,34,40,74,3.0,16,4,0,0,0,0,1,2025,
27,Wydett Williams Jr.,MISS,S,42,31,73,0.0,0,9,3,12,12,0,0,2025,
28,Taurean York,TA&M,LB,32,40,72,1.0,7,3,0,0,0,0,0,2025,
28,Tamarcus Cooley,LSU,S,41,31,72,0.0,0,2,2,0,0,0,0,2025,
30,CJ HeardVAN,,S,46,25,71,2.0,23,3,1,0,0,0,1,2025,
31,Anthony Hill Jr.TEX,,LB,38,32,70,4.0,25,1,2,3,3,0,3,2025,
31,Michael TaaffeTEX,,DB,38,32,70,1.0,10,1,2,0,0,0,0,2025,
31,Bryan LongwellVAN,,LB,36,34,70,1.0,9,2,1,7,7,0,0,2025,
34,Daveren Rayner,UK,LB,32,37,69,2.0,21,4,2,25,25,0,0,2025,
34,Langston PattersonVAN,,LB,27,42,69,0.0,0,0,0,0,0,0,1,2025,
34,Kam Franklin,MISS,DE,33,36,69,5.0,15,3,0,0,0,0,1,2025,
37,Liona LefauTEX,,LB,26,42,68,1.0,6,3,0,0,0,0,0,2025,
37,Will Echoles,MISS,DT,32,36,68,5.0,37,5,0,0,0,0,0,2025,
39,Andre Turrentine,TENN,DB,31,36,67,0.0,0,1,1,1,1,0,0,2025,
39,Brylan Lanier,MSST,S,37,30,67,1.0,7,2,4,41,29,0,0,2025,
39,Robert Woodyard Jr.,AUB,LB,47,20,67,2.0,8,1,0,0,0,0,0,2025,
42,Marcus Ratcliffe,TA&M,S,33,33,66,0.0,0,3,0,0,0,0,0,2025,
43,Isaac Smith,MSST,S,14,50,64,1.0,4,3,1,0,0,0,0,2025,
43,DQ Smith,SC,DB,47,17,64,0.0,0,1,1,0,0,0,0,2025,
43,Larry Worth III,ARK,DB,37,27,64,0.0,0,1,0,0,0,0,0,2025,
46,Justin Okoronkwo,SC,LB,39,24,63,0.0,0,1,1,20,20,0,0,2025,
47,Dalton Brooks,TA&M,S,42,20,62,4.0,44,1,1,39,39,0,1,2025,
48,Alex Afari Jr.,UK,LB,33,28,61,2.5,12,1,0,0,0,0,0,2025,
48,Nicholas Rodriguez,MIZ,LB,27,34,61,1.5,4,7,0,0,0,0,0,2025,
48,Fred Johnson,SC,LB,37,24,61,1.0,5,3,1,2,2,0,0,2025,
51,Chris Cole,UGA,LB,35,25,60,4.5,38,2,0,0,0,0,0,2025,
52,Robert Spears-Jennings,OU,DB,33,26,59,0.0,0,2,1,37,37,0,1,2025,
52,Caleb Wooden,ARK,DB,39,20,59,0.0,0,3,0,0,0,0,0,2025,
52,Santana Banner,MIZ,S,30,29,59,0.0,0,3,1,7,7,0,0,2025,
52,Ty'Anthony SmithTEX,,LB,39,20,59,2.0,4,1,2,10,10,0,2,2025,
56,Zxavian Harris,MISS,DT,27,31,58,3.0,15,3,1,1,1,0,0,2025,
56,JQ Hardaway,UK,DB,40,18,58,1.0,1,5,1,0,0,0,0,2025,
58,Jalen Smith,MSST,LB,20,37,57,0.0,0,1,0,0,0,0,0,2025,
58,Daymion Sanford,TA&M,LB,25,32,57,3.5,33,2,1,10,10,0,2,2025,
60,Jalen McMurray,TENN,DB,32,24,56,2.0,11,5,0,0,0,0,0,2025,
60,Bryce ThorntonFLA,,DB,31,25,56,1.0,6,6,1,0,0,0,1,2025,
62,Julian Neal,ARK,DB,32,23,55,0.0,0,10,2,34,19,0,0,2025,
62,Harold Perkins Jr.,LSU,LB,26,29,55,4.0,45,3,3,50,44,0,1,2025,
62,Jaden Yates,MISS,LB,16,39,55,0.5,2,0,0,0,0,0,0,2025,
62,Kapena Gushiken,MISS,S,38,17,55,0.0,0,5,1,0,0,0,0,2025,
66,Nikhai Hill-Green,ALA,LB,33,21,54,0.0,0,3,0,0,0,0,2,2025,
66,Jordan CastellFLA,,DB,28,26,54,0.0,0,0,2,18,18,0,0,2025,
66,Jalon Kilgore,SC,DB,32,22,54,0.0,0,10,2,1,1,0,0,2025,
69,Kendal Daniels,OU,LB,28,25,53,0.0,0,3,0,0,0,0,0,2025,
70,Marlen SewellVAN,,S,28,24,52,0.5,5,2,0,0,0,0,0,2025,
70,Kani Walker,ARK,DB,33,19,52,1.0,8,11,1,89,89,1,0,2025,
70,Keon Sabb,ALA,DB,28,24,52,1.0,2,3,1,12,12,0,0,2025,
70,Miguel Mitchell,ARK,DB,26,26,52,1.0,2,1,1,0,0,0,0,2025,
70,Sharif DensonFLA,,DB,39,13,52,0.0,0,1,0,0,0,0,0,2025,
