Rank,Player,School,POS,SOLO,AST,TOT,SACK,YDS,PD,INT,YDS.1,LNG,TD,FF,Year,Draft_Round
197,Jonathan WynnVAN,,DE,15,8,23,2.5,16,2,0,0,0,0,0,2017,
197,Jordan SheritFLA,,DL,10,13,23,2.5,17,1,0,0,0,0,0,2017,
197,Nifae LealaoVAN,,DT,8,15,23,0.0,0,2,0,0,0,0,0,2017,
197,Jamal Peters,MSST,CB,8,15,23,0.0,0,2,1,90,90,1,0,2017,
197,Jeremiah MoonFLA,,LB,9,14,23,0.5,5,0,0,0,0,0,0,2017,
197,Aaron Sterling,SC,DE,12,11,23,2.0,16,0,0,0,0,0,0,2017,
197,Willie Gay Jr.,MSST,LB,8,15,23,1.0,4,2,0,0,0,0,1,2017,
197,Antonio Howard,TA&M,DB,14,9,23,0.0,0,1,0,0,0,0,0,2017,
1,Devin White,LSU,LB,62,61,123,3.0,18,6,0,0,0,0,3,2018,
2,Jordan GriffinVAN,,LB,62,57,119,1.0,4,5,1,17,17,0,1,2018,
3,De'Jon Harris,ARK,LB,62,56,118,2.0,11,5,0,0,0,0,1,2018,
4,Momo Sanogo,MISS,LB,53,59,112,1.0,7,1,0,0,0,0,2,2018,
5,Cale Garrett,MIZ,LB,68,38,106,1.0,4,1,0,0,0,0,0,2018,
5,TJ Brunson,SC,LB,59,47,106,4.0,27,1,0,0,0,0,1,2018,
7,Deshaun Davis,AUB,LB,54,48,102,3.5,20,2,0,0,0,0,0,2018,
8,Vosean JosephFLA,,LB,40,53,93,4.0,23,5,0,0,0,0,0,2018,
9,Johnathan Abram,MSST,S,47,43,90,3.0,18,4,2,9,9,0,1,2018,
10,Josh Hines-Allen,UK,LB,56,32,88,17.0,107,4,0,0,0,0,5,2018,
11,Santos Ramirez,ARK,S,43,44,87,0.0,0,0,0,0,0,0,0,2018,
11,Jacob Phillips,LSU,LB,32,55,87,1.0,6,3,1,45,45,1,0,2018,
13,Darius West,UK,S,47,39,86,0.0,0,6,3,51,19,0,0,2018,
13,Dylan Moses,ALA,LB,45,41,86,3.5,29,1,0,0,0,0,1,2018,
15,Kash Daniel,UK,LB,42,42,84,1.0,7,1,0,0,0,0,0,2018,
15,Erroll Thompson,MSST,LB,31,53,84,3.5,26,0,2,0,0,0,0,2018,
15,Dimitri MooreVAN,,LB,47,37,84,1.0,1,3,0,0,0,0,0,2018,
18,LaDarius WileyVAN,,S,44,39,83,1.0,8,3,1,20,20,0,2,2018,
19,Mike Edwards,UK,S,56,26,82,0.0,0,6,2,79,66,1,1,2018,
20,Dre Greenlaw,ARK,LB,38,42,80,2.0,6,0,2,5,5,0,1,2018,
21,Otaro Alaka,TA&M,LB,39,40,79,4.0,26,1,0,0,0,0,1,2018,
21,Zedrick Woods,MISS,S,42,37,79,0.5,6,4,2,-2,-2,0,2,2018,
21,Daniel Bituli,TENN,LB,39,40,79,1.0,5,1,0,0,0,0,0,2018,
24,Deionte Thompson,ALA,S,47,31,78,0.0,0,6,2,65,40,0,3,2018,
25,David ReeseFLA,,LB,22,55,77,0.0,0,0,0,0,0,0,0,2018,
26,Richard LeCounte III,UGA,DB,45,29,74,0.0,0,3,1,29,29,0,2,2018,
26,Xavier McKinney,ALA,S,45,29,74,3.0,40,10,2,23,30,1,2,2018,
26,Grant Delpit,LSU,S,46,28,74,5.0,44,9,5,1,1,0,1,2018,
29,Sherrod Greene,SC,LB,32,41,73,0.0,0,2,1,12,12,1,1,2018,
30,Steven Montac,SC,DB,44,28,72,0.5,3,5,0,0,0,0,0,2018,
31,C.J. Gardner-JohnsonFLA,,S,37,34,71,3.0,10,2,4,110,83,2,0,2018,
31,Quinnen Williams,ALA,DT,45,26,71,8.0,57,1,0,0,0,0,0,2018,
31,Mack Wilson Sr.,ALA,LB,36,35,71,1.0,1,5,2,0,0,0,0,2018,
34,Terez Hall,MIZ,LB,45,25,70,5.0,34,1,1,0,0,0,1,2018,
34,Tyrel Dodson,TA&M,LB,42,28,70,1.0,0,3,1,78,78,1,0,2018,
36,Jordan Jones,UK,LB,31,37,68,1.5,18,4,0,0,0,0,1,2018,
37,Donovan Wilson,TA&M,S,37,29,66,2.0,13,3,2,0,0,0,1,2018,
37,J.R. Reed,UGA,S,38,28,66,1.0,8,2,2,0,0,0,0,2018,
37,Daniel Thomas,AUB,S,46,20,66,0.0,0,2,2,29,29,1,2,2018,
40,Darrell Williams,AUB,LB,35,29,64,1.0,8,2,1,26,26,1,0,2018,
40,Mark McLaurin,MSST,S,33,31,64,0.0,0,4,0,0,0,0,1,2018,
40,Nigel Warrior,TENN,S,41,23,64,0.0,0,1,0,0,0,0,0,2018,
43,Josiah Coatney,MISS,DT,23,40,63,1.0,6,1,0,0,0,0,1,2018,
43,Keisean Nixon,SC,DB,42,21,63,0.0,0,9,0,0,0,0,0,2018,
45,Jeawon TaylorFLA,,DB,23,39,62,0.0,0,2,0,0,0,0,0,2018,
46,Josh SmithVAN,,LB,35,26,61,3.5,19,3,0,0,0,0,1,2018,
46,Joejuan WilliamsVAN,,CB,48,13,61,0.0,0,13,4,8,8,0,0,2018,
48,Saivion Smith,ALA,CB,36,24,60,0.0,0,5,3,71,38,1,1,2018,
49,Monty Rice,UGA,LB,25,34,59,1.0,13,1,0,0,0,0,1,2018,
50,Jeffery Simmons,MSST,DT,23,35,58,2.0,15,3,0,0,0,0,1,2018,
51,Jonathan Ledbetter,UGA,DE,15,41,56,1.0,7,0,0,0,0,0,2,2018,
51,Kyle Phillips,TENN,DL,28,28,56,5.0,44,4,1,27,27,1,1,2018,
51,R.J. Roderick,SC,DB,36,20,56,0.0,0,1,0,0,0,0,2,2018,
54,Raekwon Davis,ALA,DT,24,31,55,1.5,14,0,0,0,0,0,0,2018,
55,Michael Divinity Jr.,LSU,LB,20,34,54,5.0,27,2,1,31,31,0,1,2018,
55,Rashard Lawrence,LSU,DT,23,31,54,4.0,24,3,0,0,0,0,0,2018,
57,Tae Crowder,UGA,LB,18,35,53,1.5,8,1,2,56,43,0,1,2018,
57,Kam Curl,ARK,DB,27,26,53,0.0,0,5,0,0,0,0,1,2018,
59,Juwan Taylor,UGA,LB,26,26,52,0.0,0,1,0,1,1,1,2,2018,
59,Deshawn Capers-Smith,TA&M,DB,31,21,52,0.0,0,3,1,12,12,0,0,2018,
61,Darrin Kirkland Jr.,TENN,LB,29,22,51,1.0,3,1,1,33,33,1,0,2018,
61,Kingsley Keke,TA&M,DT,18,33,51,7.5,32,1,0,0,0,0,1,2018,
61,Isaiah Buggs,ALA,DT,24,27,51,9.5,49,3,0,0,0,0,2,2018,
64,Montez Sweat,MSST,DE,24,26,50,8.5,69,0,0,0,0,0,1,2018,
64,Landis Durham,TA&M,LB,24,26,50,7.5,34,1,0,0,0,0,0,2018,
64,Anfernee Jennings,ALA,LB,26,24,50,5.5,26,11,1,8,8,0,0,2018,
64,Willie Hibbler,MISS,LB,23,27,50,1.0,2,3,0,0,0,0,1,2018,
64,Alexis Johnson Jr.,TENN,DL,20,30,50,3.0,27,1,0,0,0,0,0,2018,
69,Armon Watts,ARK,DT,25,24,49,7.0,50,2,0,0,0,0,3,2018,
69,Jeremiah Dinson,AUB,DB,25,24,49,1.0,2,3,2,3,12,0,1,2018,
69,Baylen Buchanan,TENN,DB,31,18,49,0.0,0,4,0,0,0,0,1,2018,
69,Donovan StinerFLA,,DB,22,27,49,1.0,10,1,2,0,0,0,0,2018,
73,Qaadir Sheppard,MISS,DE,17,31,48,1.5,8,1,0,0,0,0,2,2018,
73,Tyree Gillespie,MIZ,S,37,11,48,1.0,8,1,0,0,0,0,0,2018,
75,Will Ignont,TENN,LB,17,30,47,0.0,0,0,0,0,0,0,0,2018,
75,Keidron Smith,MISS,CB,29,18,47,0.0,0,4,1,0,0,0,0,2018,
77,Glen Logan,LSU,DE,10,36,46,4.0,29,1,0,0,0,0,0,2018,
78,Jabari ZunigaFLA,,DE,17,28,45,6.5,54,0,0,0,0,0,0,2018,
78,D'Andre Walker,UGA,LB,23,22,45,7.5,43,3,0,0,0,0,4,2018,
78,Jachai PoliteFLA,,DE,27,18,45,11.0,55,4,0,0,0,0,6,2018,
78,Derrick Brown,AUB,DT,25,20,45,4.5,39,2,0,0,0,0,0,2018,
78,McTelvin Agim,ARK,DL,19,26,45,4.5,25,1,0,0,0,0,3,2018,
78,Noah Igbinoghene,AUB,CB,37,8,45,0.0,0,11,1,0,0,0,1,2018,
78,Tae DaleyVAN,,S,35,10,45,1.5,4,1,0,0,0,0,0,2018,
78,Jaycee Horn,SC,DB,30,15,45,2.0,9,8,0,0,0,0,0,2018,
78,Tyson Campbell,UGA,DB,29,16,45,0.0,0,1,0,0,0,0,1,2018,
87,Natrez Patrick,UGA,LB,25,19,44,0.0,0,1,0,0,0,0,0,2018,
87,Keir Thomas,SC,LB,22,22,44,1.5,13,0,0,0,0,0,0,2018,
87,Shyheim Carter,ALA,S,27,17,44,0.0,0,10,2,89,45,2,1,2018,
87,Willie Gay Jr.,MSST,LB,19,25,44,5.0,46,1,2,49,46,0,0,2018,
91,Davonte Robinson,UK,DB,28,14,42,0.0,0,4,0,0,0,0,0,2018,
91,Cameron Dantzler Sr.,MSST,CB,31,11,42,1.0,9,6,2,8,7,0,0,2018,
93,Bryson Allen-Williams,SC,LB,28,13,41,2.0,10,0,0,0,0,0,0,2018,
93,Myles Hartsfield,MISS,DB,31,10,41,0.0,0,7,0,0,0,0,1,2018,
93,Brad Stewart Jr.FLA,,DB,22,19,41,0.0,0,2,2,25,25,1,1,2018,
96,Brandon Lee,MIZ,LB,25,15,40,0.0,0,1,0,0,0,0,0,2018,
96,DeAndre Baker,UGA,CB,31,9,40,0.0,0,9,2,81,55,0,1,2018,
96,Leo Lewis,MSST,LB,20,20,40,0.0,0,1,0,0,0,0,0,2018,
96,Nnamdi Madubuike,TA&M,DT,18,22,40,5.5,31,2,0,0,0,0,3,2018,
96,Patrick Queen,LSU,LB,20,20,40,1.0,22,0,0,0,0,0,0,2018,
96,Alontae Taylor,TENN,S,28,12,40,0.0,0,2,0,0,0,0,2,2018,
102,John Battle,LSU,S,13,26,39,0.0,0,2,3,29,29,0,0,2018,
102,Khalil Oliver,MIZ,DB,28,11,39,0.0,0,1,0,0,0,0,0,2018,
102,Adam ShulerFLA,,DL,9,30,39,1.5,6,0,0,0,0,0,0,2018,
102,Kobe Smith,SC,DL,19,20,39,1.5,9,0,0,0,0,0,0,2018,
102,LaBryan Ray,ALA,DE,19,20,39,2.5,9,2,0,0,0,0,0,2018,
107,Derrick Baity Jr.,UK,CB,27,11,38,0.0,0,7,1,-3,-3,0,1,2018,
107,Micah Abernathy,TENN,DB,22,16,38,0.0,0,1,0,0,0,0,0,2018,
107,Donovan SheffieldVAN,,CB,27,11,38,0.0,0,5,0,0,0,0,0,2018,
107,C.J. HendersonFLA,,CB,26,12,38,3.0,21,5,2,0,0,0,2,2018,
107,Adam Sparks,MIZ,DB,31,7,38,0.0,0,2,1,0,0,0,0,2018,
107,Javon Kinlaw,SC,DT,21,17,38,4.5,31,5,0,0,0,0,0,2018,
113,Ryan Pulley,ARK,CB,30,7,37,1.0,5,6,3,0,0,0,1,2018,
113,Javaris Davis,AUB,CB,33,4,37,1.0,6,6,2,72,57,0,0,2018,
113,Kyree CampbellFLA,,DL,13,24,37,1.5,7,2,0,0,0,0,0,2018,
113,Debione Renfro,TA&M,CB,32,5,37,1.0,8,5,0,0,0,0,0,2018,
113,Pat Surtain II,ALA,DB,28,9,37,0.0,0,7,1,20,20,0,1,2018,
118,Rayshad JacksonFLA,,LB,16,20,36,0.0,0,1,0,0,0,0,0,2018,
118,Darrell Taylor,TENN,DE,27,9,36,8.0,54,0,0,0,0,0,3,2018,
118,Marlon Davidson,AUB,DE,19,17,36,3.5,18,3,0,0,0,0,0,2018,
118,Vernon Dasher,MISS,DB,18,18,36,0.0,0,3,1,88,88,1,0,2018,
118,Jacquez Jones,MISS,LB,10,26,36,0.5,2,0,0,0,0,0,1,2018,
123,Christian Miller,ALA,LB,16,19,35,8.5,35,1,0,0,0,0,0,2018,
123,Christian Holmes,MIZ,CB,26,9,35,0.0,0,12,2,42,42,1,0,2018,
123,JaCoby Stevens,LSU,S,19,16,35,1.5,12,5,1,1,1,0,0,2018,
123,DeAndre Square,UK,LB,15,20,35,1.0,6,1,0,0,0,0,1,2018,
127,Montavious Atkinson,AUB,LB,14,20,34,0.5,2,0,0,0,0,0,0,2018,
127,Larry Pryor,TA&M,DB,25,9,34,1.0,9,1,1,0,0,0,1,2018,
127,Terry Beckner Jr.,MIZ,DT,24,10,34,3.5,17,1,0,0,0,0,1,2018,
127,Rashad Fenton,SC,CB,25,9,34,0.0,0,6,3,16,16,0,0,2018,
127,Jalen Julius,MISS,DB,23,11,34,0.0,0,3,0,0,0,0,2,2018,
127,Benito Jones,MISS,DT,16,18,34,3.0,11,0,0,0,0,0,0,2018,
127,Bryce Thompson,TENN,DB,24,10,34,1.0,6,7,3,45,21,0,1,2018,
134,Ken Webster,MISS,CB,26,7,33,0.0,0,6,2,30,30,0,0,2018,
134,Shy Tuttle,TENN,DL,14,19,33,1.0,3,0,1,0,0,0,0,2018,
134,Jamal Peters,MSST,CB,24,9,33,0.0,0,4,0,0,0,0,0,2018,
134,Greedy Williams,LSU,CB,23,10,33,0.0,0,9,2,20,20,0,0,2018,
134,Ryder Anderson,MISS,DE,9,24,33,1.0,9,0,0,0,0,0,1,2018,
134,Allan GeorgeVAN,,CB,25,8,33,0.0,0,4,1,19,19,0,1,2018,
134,Emmit Gooden,TENN,DL,17,16,33,1.0,6,0,0,0,0,0,0,2018,
134,Tariqious Tisdale,MISS,DE,12,21,33,1.0,4,0,0,0,0,0,0,2018,
142,Randy Ramsey,ARK,DE,16,16,32,3.0,25,0,0,0,0,0,0,2018,
142,Daylon Mack,TA&M,DT,17,15,32,5.5,35,1,0,0,0,0,0,2018,
142,Jamyest Williams,SC,RB,21,11,32,0.0,0,2,1,0,0,0,0,2018,
145,Dontavius Russell,AUB,DT,13,18,31,1.5,6,0,0,0,0,0,0,2018,
145,Cam Hilton,MIZ,S,26,5,31,1.0,3,5,3,2,2,0,0,2018,
145,Jeremiah MoonFLA,,LB,8,23,31,1.5,9,1,0,0,0,0,0,2018,
145,Tyler Clark,UGA,DL,15,16,31,1.0,4,3,0,0,0,0,0,2018,
145,Julian Rochester,UGA,DL,10,21,31,1.5,7,0,0,0,0,0,0,2018,
145,Charles Oliver,TA&M,DB,23,8,31,0.0,0,8,1,0,0,0,0,2018,
145,Drew BirchmeierVAN,,OL,14,17,31,0.0,0,4,0,0,0,0,1,2018,
145,Walter Palmore,MIZ,DL,20,11,31,1.0,10,2,0,0,0,0,0,2018,
145,Kary Vincent Jr.,LSU,CB,20,11,31,1.0,8,6,1,0,0,0,0,2018,
145,Todd Harris Jr.,LSU,S,19,12,31,0.0,0,3,1,0,0,0,0,2018,
145,Damani Staley,SC,LB,13,18,31,0.0,0,0,0,0,0,0,0,2018,
145,C.J. Miller,MISS,DB,16,15,31,0.0,0,0,0,0,0,0,0,2018,
157,DeMarkus Acy,MIZ,DB,25,5,30,0.0,0,10,3,73,83,0,0,2018,
157,Frank CoppetVAN,,S,24,6,30,0.0,0,0,3,15,13,0,1,2018,
159,Quart'e Sapp,TENN,LB,16,13,29,0.0,0,0,0,0,0,0,0,2018,
159,Daniel Fennell,SC,LB,19,10,29,1.0,8,1,0,0,0,0,0,2018,
159,Bumper Pool,ARK,LB,14,15,29,0.0,0,4,0,0,0,0,0,2018,
162,Gerri Green,MSST,LB,7,21,28,3.5,26,1,0,0,0,0,0,2018,
162,Jamel Dean,AUB,CB,22,6,28,1.0,3,9,2,0,0,0,0,2018,
162,Dare OdeyingboVAN,,DL,15,13,28,0.0,0,1,1,7,7,0,0,2018,
162,Ed Alexander,LSU,DT,6,22,28,1.0,5,1,0,0,0,0,0,2018,
162,Dayo OdeyingboVAN,,DL,17,11,28,2.5,24,2,0,0,0,0,1,2018,
167,Kylan JohnsonFLA,,LB,7,20,27,0.0,0,2,0,0,0,0,0,2018,
167,Shameik Blackshear,SC,DE,15,12,27,1.0,8,0,0,0,0,0,0,2018,
167,Derrick Tucker,TA&M,S,19,8,27,0.0,0,1,0,0,0,0,0,2018,
167,Buddy Johnson,TA&M,LB,10,17,27,0.5,2,0,0,0,0,0,0,2018,
167,Joshuah Bledsoe,MIZ,S,19,8,27,0.0,0,2,0,0,0,0,0,2018,
167,Chris Oats,UK,LB,17,10,27,2.0,9,0,0,0,0,0,1,2018,
173,D'Vone McClure,ARK,LB,19,7,26,1.0,8,3,0,0,0,0,1,2018,
173,Calvin Taylor,UK,DE,19,7,26,1.0,10,1,0,0,0,0,0,2018,
173,James HoustonFLA,,LB,10,16,26,0.0,0,0,0,0,0,0,2,2018,
173,Trey Dean IIIFLA,,S,16,10,26,0.0,0,5,1,44,44,0,0,2018,
177,Jordan Davis,UGA,TE,6,19,25,1.5,6,0,0,0,0,0,0,2018,
177,T.J. Smith,ARK,DL,10,15,25,1.5,6,0,0,0,0,0,0,2018,
177,Ross Donelly,MISS,DT,4,21,25,1.0,5,0,0,0,0,0,0,2018,
177,Jarques McClellion,ARK,DB,21,4,25,0.0,0,7,0,0,0,0,0,2018,
181,Louis VecchioVAN,,DL,14,10,24,3.0,12,2,1,0,0,0,0,2018,
181,Jamar Watson,UK,LB,15,9,24,5.0,39,3,0,0,0,0,1,2018,
181,Cameron TiddVAN,,DL,12,12,24,0.5,3,0,0,0,0,0,0,2018,
181,Chuck Wiley,MISS,LB,7,17,24,2.5,10,0,0,0,0,0,0,2018,
181,Grant Morgan,ARK,LB,8,16,24,0.0,0,1,0,0,0,0,0,2018,
181,Jordan Elliott,MIZ,DT,17,7,24,3.0,28,1,0,0,0,0,1,2018,
181,Chris Turner,MIZ,DL,15,9,24,2.0,13,0,0,0,0,0,0,2018,
181,Hayden Henry,ARK,LB,9,15,24,0.0,0,0,0,0,0,0,0,2018,
189,Terrence Alexander,LSU,CB,17,6,23,0.0,0,3,0,0,0,0,0,2018,
189,Chauncey Rivers,MSST,DT,8,15,23,2.5,19,0,0,0,0,0,0,2018,
189,Tyrique McGhee,UGA,DB,11,12,23,0.0,0,2,1,2,2,0,1,2018,
189,Nick Coe,AUB,DE,15,8,23,7.0,43,0,0,0,0,0,2,2018,
189,Lonnie Johnson Jr.,UK,CB,17,6,23,0.0,0,4,1,24,24,0,1,2018,
189,Neil Farrell,LSU,DT,10,13,23,1.5,14,1,0,0,0,0,0,2018,
189,Brad Johnson,SC,LB,12,11,23,2.5,11,1,0,0,0,0,1,2018,
189,Malik Herring,UGA,DL,10,13,23,1.5,8,0,0,0,0,0,1,2018,
197,Braxton Hoyett,MSST,DT,8,14,22,1.0,9,0,0,0,0,0,0,2018,
197,Maurice Smitherman,MSST,CB,11,11,22,0.0,0,2,1,0,0,0,1,2018,
197,Shawn DavisFLA,,DB,16,6,22,0.0,0,5,0,0,0,0,0,2018,
197,Christian Tutt,AUB,DB,15,7,22,1.0,6,0,1,23,23,0,0,2018,
197,Jamien Sherwood,AUB,DB,12,10,22,1.5,15,2,1,0,0,0,0,2018,
197,Nick Bolton,MIZ,LB,12,10,22,1.0,3,0,0,0,0,0,0,2018,
1,Jacob Phillips,LSU,LB,56,57,113,1.0,11,1,0,0,0,0,1,2019,
2,De'Jon Harris,ARK,LB,52,49,101,1.0,6,2,0,0,0,0,2,2019,
3,Nick Bolton,MIZ,LB,70,30,100,1.0,9,8,2,38,38,1,0,2019,
4,Dimitri MooreVAN,,LB,48,51,99,0.5,1,3,0,0,0,0,0,2019,
5,Ernest Jones IV,SC,LB,59,38,97,1.0,16,5,2,1,1,0,1,2019,
6,Xavier McKinney,ALA,S,59,36,95,3.0,21,5,3,78,78,1,4,2019,
7,Bumper Pool,ARK,LB,38,56,94,0.5,3,5,0,0,0,0,0,2019,
8,JaCoby Stevens,LSU,S,53,39,92,5.0,28,6,3,9,9,0,0,2019,
9,Monty Rice,UGA,LB,50,39,89,0.0,0,3,0,0,0,0,0,2019,
10,Jeremiah Dinson,AUB,DB,57,31,88,2.0,22,1,2,0,0,0,1,2019,
10,David ReeseFLA,,LB,36,52,88,2.0,11,0,0,0,0,0,0,2019,
12,Joe Foucha,ARK,S,44,43,87,0.0,0,4,1,20,20,0,0,2019,
12,Lakia Henry,MISS,LB,45,42,87,1.0,8,1,0,0,0,0,0,2019,
14,Daniel Bituli,TENN,LB,50,36,86,3.0,18,2,0,0,0,0,1,2019,
14,Shane Lee,ALA,LB,47,39,86,4.5,29,0,1,10,10,0,2,2019,
16,Patrick Queen,LSU,LB,37,48,85,3.0,26,2,1,16,16,0,0,2019,
17,Erroll Thompson,MSST,LB,38,46,84,0.5,4,2,0,0,0,0,1,2019,
18,Anfernee Jennings,ALA,LB,45,38,83,8.0,61,5,1,0,0,0,1,2019,
19,TJ Brunson,SC,LB,44,33,77,0.0,0,5,1,5,5,0,0,2019,
19,Buddy Johnson,TA&M,LB,38,39,77,1.0,10,1,0,0,0,0,1,2019,
19,Jaquarius Landrews,MSST,S,45,32,77,0.0,0,8,1,13,13,0,0,2019,
22,Kam Curl,ARK,DB,46,30,76,2.0,9,2,2,22,29,0,2,2019,
23,Daniel Thomas,AUB,S,47,27,74,0.0,0,1,0,0,0,0,1,2019,
23,Yusuf Corker,UK,S,46,28,74,0.0,0,4,1,0,0,0,0,2019,
25,Anthony Hines III,TA&M,LB,39,34,73,0.0,0,0,0,0,0,0,0,2019,
26,Henry To'oTo'o,TENN,LB,33,39,72,0.5,7,2,0,0,0,0,0,2019,
27,Jacquez Jones,MISS,LB,27,44,71,2.0,16,1,0,0,0,0,2,2019,
27,Demani Richardson,TA&M,S,38,33,71,0.5,5,2,1,16,16,0,1,2019,
29,Nigel Warrior,TENN,S,39,31,70,0.0,0,9,4,102,59,0,0,2019,
30,DeAndre Square,UK,LB,48,21,69,1.5,13,1,1,3,3,0,1,2019,
31,Jalen Julius,MISS,DB,50,18,68,1.0,1,7,0,0,0,0,0,2019,
31,K.J. Britt,AUB,LB,37,31,68,2.5,19,1,0,0,0,0,1,2019,
33,Brian Cole,MSST,S,38,29,67,2.0,17,2,1,0,0,0,1,2019,
34,Leo Lewis,MSST,LB,23,42,65,1.0,6,2,0,0,0,0,1,2019,
34,Grant Delpit,LSU,S,38,27,65,2.0,19,7,2,0,0,0,1,2019,
36,Christian Harris,ALA,LB,29,34,63,0.0,0,1,0,0,0,0,1,2019,
37,Tae Crowder,UGA,LB,29,33,62,0.0,0,4,0,0,0,0,0,2019,
37,Jammie Robinson,SC,S,46,16,62,0.0,0,4,1,15,15,0,1,2019,
39,J.T. Ibe,SC,DB,46,15,61,0.0,0,3,0,0,0,0,0,2019,
39,Richard LeCounte III,UGA,DB,35,26,61,0.0,0,3,4,76,71,0,2,2019,
41,K'Lavon Chaisson,LSU,DE,34,26,60,6.5,54,2,0,0,0,0,1,2019,
42,C.J. Morgan,MSST,S,31,28,59,0.0,0,8,1,9,9,0,0,2019,
42,Jared Mayden,ALA,S,31,28,59,0.0,0,3,4,54,36,0,0,2019,
42,Israel Mukuamu,SC,DB,45,14,59,0.0,0,9,4,53,53,1,0,2019,
45,Kash Daniel,UK,LB,37,21,58,0.0,0,3,1,18,18,0,0,2019,
